symbol,sector,signal,matched_pattern,has_pattern,volume_confirmed,count,win_rate,avg_return,improvement
AEE,Utilities,RSI 超賣區域 (30),None,False,False,8,0.5,0.016344668827232227,0.0
AEE,Utilities,MACD 金叉 (空頭區),None,False,False,21,0.14285714285714285,0.002093980805193614,0.0
AEE,Utilities,MACD 突破 0 軸,None,False,False,14,0.2857142857142857,0.00846031435791993,0.0
AEE,Utilities,BB 突破上軌 (超買),None,False,False,31,0.16129032258064516,0.003461537967755186,0.0
AEE,Utilities,BB 跌破下軌 (超賣),None,False,True,8,0.375,0.0028455342120703967,-0.009615384615384637
AEE,Utilities,RSI 維持超賣,None,False,False,8,0.125,0.01612777956403807,0.0
AEE,Utilities,KDJ 超賣區金叉,None,False,False,19,0.21052631578947367,0.0004780199732393714,0.0
AEE,Utilities,MACD 跌破 0 軸,None,False,False,12,0.16666666666666666,-0.012035031285861314,0.0
AEE,Utilities,價格跌破 EMA20,None,False,False,40,0.075,-0.004375566529968109,0.0
AEE,Utilities,價格突破 EMA20,None,False,False,45,0.17777777777777778,0.0034063524662102927,0.0
AEE,Utilities,EMA 黃金交叉 (20 上穿 50),None,False,False,10,0.1,-0.009427632357652213,0.0
AEE,Utilities,價格跌破 EMA20,Bearish Harami,True,False,5,0.2,-0.01538746312263472,0.125
AEE,Utilities,EMA 死亡交叉 (20 下穿 50),None,False,False,6,0.0,-0.017136066293374292,0.0
AEE,Utilities,RSI 超買區域 (70),None,False,False,12,0.3333333333333333,0.0066704994020051435,0.0
AEE,Utilities,RSI 維持超買,None,False,False,13,0.07692307692307693,-0.004005472654702026,0.0
AEP,Utilities,MACD 死叉 (空頭區),None,False,False,10,0.2,-0.008773563189670371,0.0
AEP,Utilities,MACD 金叉 (空頭區),None,False,False,19,0.47368421052631576,0.01126168510633759,0.0
AEP,Utilities,BB 跌破下軌 (超賣),None,False,False,26,0.4230769230769231,0.011889954000765071,0.0
AEP,Utilities,MACD 突破 0 軸,None,False,False,11,0.45454545454545453,0.014548334955757684,0.0
AEP,Utilities,BB 突破上軌 (超買),None,False,False,39,0.1794871794871795,-0.007739400196282597,0.0
AEP,Utilities,MACD 跌破 0 軸,None,False,False,10,0.2,-0.00537612865073847,0.0
AEP,Utilities,RSI 超賣區域 (30),None,False,False,6,0.16666666666666666,-0.008622454474777302,0.0
AEP,Utilities,RSI 維持超賣,None,False,False,17,0.29411764705882354,0.011140390125621999,0.0
AEP,Utilities,BB 跌破下軌 (超賣),None,False,True,7,0.42857142857142855,0.019874610251258352,0.005494505494505475
AEP,Utilities,KDJ 超賣區金叉,None,False,False,23,0.21739130434782608,0.004950995742106177,0.0
AEP,Utilities,價格跌破 EMA20,None,False,False,32,0.25,-0.002218303754255906,0.0
AEP,Utilities,價格突破 EMA20,None,False,False,32,0.21875,0.00865890133357482,0.0
AEP,Utilities,EMA 黃金交叉 (20 上穿 50),None,False,False,6,0.5,0.014697011961406471,0.0
AEP,Utilities,BB 突破上軌 (超買),None,False,True,6,0.3333333333333333,0.007304584368102079,0.15384615384615383
AEP,Utilities,RSI 超買區域 (70),None,False,False,15,0.0,-0.003663674493904171,0.0
AEP,Utilities,RSI 維持超買,None,False,False,31,0.22580645161290322,0.0008458484303327364,0.0
AEP,Utilities,KDJ 超買區死叉,None,False,False,5,0.4,0.0008644735802392368,0.0
AES,Utilities,MACD 死叉 (空頭區),None,False,False,11,0.18181818181818182,-0.0103311289668567,0.0
AES,Utilities,BB 跌破下軌 (超賣),None,False,True,12,0.4166666666666667,0.010769734193677495,0.1519607843137255
AES,Utilities,BB 跌破下軌 (超賣),None,False,False,34,0.2647058823529412,-0.0031887821604659776,0.0
