pattern,pattern_dir,sector,count,wins,avg_ret,win_rate,combination,description,market
Bullish Engulfing,bullish,Consumer Staples,1,0,-0.011787819253438095,0.0,A+C,形態+成交量,HSI
Bull Flag,bullish,Information Technology,1,0,0.005602240896358623,0.0,A+C,形態+成交量,HSI
Morning Star,bullish,Real Estate,2,0,-0.029676178052926088,0.0,A+B,形態+指標,S&P 500
Morning Star,bullish,Utilities,1,0,-0.15281352478140442,0.0,A+B,形態+指標,S&P 500
Bearish Engulfing,bearish,Real Estate,1,0,0.04843737316340599,0.0,A+C,形態+成交量,HSI
Bearish Engulfing,bearish,Information Technology,1,0,0.03389830508474571,0.0,A+C,形態+成交量,HSI
Bearish Engulfing,bearish,Financials,1,0,0.024679610471119415,0.0,A+C,形態+成交量,HSI
Bearish Engulfing,bearish,Consumer Discretionary,2,0,0.04683914349352053,0.0,A+C,形態+成交量,HSI
Bearish Engulfing,bearish,Consumer Discretionary,4,0,0.04002813650469535,0.0,A+B+C,形態+指標+成交量,S&P 500
Morning Star,bullish,Information Technology,2,0,0.013407971683594979,0.0,A,形態 alone,HSI
Evening Star,bearish,Information Technology,2,0,0.01042127377266696,0.0,A,形態 alone,HSI
Morning Star,bullish,Consumer Staples,4,0,-0.009462061670632507,0.0,A+B,形態+指標,S&P 500
Evening Star,bearish,Health Care,1,0,0.03610352305049427,0.0,A,形態 alone,HSI
Evening Star,bearish,Financials,2,0,0.03188101651736307,0.0,A,形態 alone,HSI
Bullish Engulfing,bullish,Materials,2,0,0.012369293101654865,0.0,A+B+C,形態+指標+成交量,S&P 500
Bullish Engulfing,bullish,Real Estate,1,0,0.012540071657552313,0.0,A+B+C,形態+指標+成交量,S&P 500
Hammer,bullish,Consumer Staples,1,0,-0.006467574449833387,0.0,A+B+C,形態+指標+成交量,S&P 500
Hammer,bullish,Real Estate,1,0,-0.0009927669834067137,0.0,A+B+C,形態+指標+成交量,S&P 500
Morning Star,bullish,Materials,1,0,0.011442609417677566,0.0,A+B+C,形態+指標+成交量,S&P 500
Evening Star,bearish,Utilities,1,0,-0.001403443780321759,0.0,A+C+D,形態+成交量+Sector,S&P 500
Hammer,bullish,Utilities,1,0,0.013677012098895288,0.0,A+C+D,形態+成交量+Sector,S&P 500
Evening Star,bearish,Utilities,2,0,0.03814079665910928,0.0,A+B+D,形態+指標+Sector,S&P 500
Morning Star,bullish,Utilities,1,0,-0.15281352478140442,0.0,A+B+D,形態+指標+Sector,S&P 500
Bullish Engulfing,bullish,Information Technology,1,0,-0.0583376355188437,0.0,A+C,形態+成交量,HSI
Morning Star,bullish,Communication Services,5,0,-0.02390483223191325,0.0,A+B,形態+指標,S&P 500
Bull Flag,bullish,Financials,1,0,0.01055718475073312,0.0,A+B+C,形態+指標+成交量,HSI
Morning Star,bullish,Materials,1,0,0.011442609417677566,0.0,A+C,形態+成交量,S&P 500
Bearish Engulfing,bearish,Information Technology,1,0,0.03389830508474571,0.0,A+B+C,形態+指標+成交量,HSI
Bearish Engulfing,bearish,Financials,1,0,0.024679610471119415,0.0,A+B+C,形態+指標+成交量,HSI
Bearish Engulfing,bearish,Consumer Discretionary,1,0,0.03320312499999992,0.0,A+B+C,形態+指標+成交量,HSI
Bullish Engulfing,bullish,Real Estate,1,0,0.012540071657552313,0.0,A+C,形態+成交量,S&P 500
Bear Flag,bearish,Health Care,1,0,0.07166209834549721,0.0,A+B+C,形態+指標+成交量,HSI
Bear Flag,bearish,Financials,4,0,0.05906428716857968,0.0,A+B+C,形態+指標+成交量,HSI
Evening Star,bearish,Utilities,1,0,-0.001403443780321759,0.0,A+C,形態+成交量,S&P 500
Morning Star,bullish,Information Technology,1,0,0.013888888888888888,0.0,A+B,形態+指標,HSI
Hammer,bullish,Consumer Staples,3,0,-0.014340294371419116,0.0,A+C,形態+成交量,S&P 500
Hammer,bullish,Information Technology,2,0,-0.01820340148178318,0.0,A+B,形態+指標,HSI
Hammer,bullish,Utilities,1,0,0.013677012098895288,0.0,A+C,形態+成交量,S&P 500
Hammer,bullish,Consumer Staples,2,0,-0.01991682999145674,0.0,A+B,形態+指標,HSI
Hammer,bullish,Real Estate,7,0,-0.017426654141451104,0.0,A+B,形態+指標,S&P 500
Hammer,bullish,Consumer Discretionary,2,0,-0.02976308733448437,0.0,A+B,形態+指標,HSI
Evening Star,bearish,Information Technology,1,0,-0.007352941176470588,0.0,A+B,形態+指標,HSI
Evening Star,bearish,Health Care,1,0,0.03610352305049427,0.0,A+B,形態+指標,HSI
Evening Star,bearish,Financials,1,0,0.06535947712418297,0.0,A+B,形態+指標,HSI
Evening Star,bearish,Consumer Discretionary,1,0,0.0026146929736795958,0.0,A+B,形態+指標,HSI
Bullish Engulfing,bullish,Health Care,1,0,-0.09022556390977451,0.0,A+B,形態+指標,HSI
Bearish Engulfing,bearish,Real Estate,3,0,0.03120581237907687,0.0,A+B,形態+指標,HSI
Bearish Engulfing,bearish,Information Technology,2,0,0.08569180824155032,0.0,A+B,形態+指標,HSI
Evening Star,bearish,Utilities,2,0,0.03814079665910928,0.0,A+B,形態+指標,S&P 500
Morning Star,bullish,Consumer Discretionary,2,0,0.004130892316563321,0.0,A+C,形態+成交量,HSI
Hammer,bullish,Financials,2,0,0.001511262463256066,0.0,A+C,形態+成交量,HSI
Morning Star,bullish,Unknown,1,0,-0.05956112852664575,0.0,A+B+C+D,完整全因子,HSI
